"StartDevice","EndDevice"
"atl30-0100-0001-01sw","sn1-0100-0003-01sw"
"icr04.par30","ibr01.par30"
"par21-0100-0001-01sw","par21-0100-0002-01sw"
"ibr01.cys04","ibr01.dsm05"
"icr01.bl7","ibr04.bl7"
"mwh01-0100-0003-01sw","mwh01-0100-0004-01sw"
"ibr01.pdx30","ibr03.mwh01"
"ibr02.par30","icr02.par30"
"ams30-0100-0002-01sw","lon22-0100-0002-01sw"
"yqb20-0100-0001-01sw","yqb20-0100-0001-02sw"
"vie20-0100-0001-02sw","zrh21-0100-0001-02sw"
"cys04-0100-0001-01sw","mwh01-0100-0001-01sw"
"ibr01.cpq02","icr01.cpq02"
"ibr01.ch2","ibr01.cle02"
"cle30-0100-0002-01sw","ch4-0100-0002-01sw"
"ams30-0100-0002-01sw","lon22-0100-0002-01sw"
"ch2-0100-0002-01sw","dsm05-0100-0002-01sw"
"ibr01.ham31","ibr01.ham30"
"ch2-0100-0001-01sw","dsm05-0100-0001-01sw"
"atl31-0100-0002-01sw","bn6-0100-0004-01sw"
"ams21-0100-0002-01sw","fra23-0100-0002-01sw"
"ams21-0100-0002-01sw","lon24-0100-0002-01sw"
"sto30-0100-0001-01sw","sto31-0100-0001-01sw"
"gru30-0100-0002-01sw","cpq20-0100-0002-01sw"
"ibr01.cbr22","ibr01.cbr20"
"ibr02.par30","ibr02.bio70"
"ibr01.rio20","icr01.rio20"
"ibr01.nyc30","ibr03.yqb20"
"dsm05-0100-0002-01sw","icr02.dsm05"
"bl20-0100-0100-01sw","cle02-0100-0001-01sw"
"ibr03.yqb20","ibr01.yto30"
"cys04-0100-0003-01sw","dsm05-0100-0003-01sw"
"dub08-0100-0002-01sw","lon24-0100-0002-01sw"
"ibr01.mma01","ibr02.mma01"
"icr08.mwh01","mwh01-0100-0003-01sw"
"phx10-0100-0001-01sw","phx10-0100-0002-01sw"
"mel20-0100-0002-01sw","icr01.mel20"
"dub07-0100-0002-01sw","ork30-0100-0001-02sw"
"ibr03.bl7","ibr03.bl20"
"ibr04.ams06","icr01.ams06"
"par21-0100-0002-01sw","vie-0100-0001-04sw"
"icr03.dub08","dub08-0100-0001-01sw"
"lax30-0100-0002-01sw","lax31-0100-0002-01sw"
"icr03.sn1","ibr02.sn1"
"ibr01.ams30","ibr02.ams30"
"cwl20-0100-0002-01sw","lon24-0100-0002-01sw"
"ibr01.sao30","ibr01.scl21"
"icr01.dub07","dub07-0100-0001-01sw"
"mwh01-0100-0002-01sw","pdx31-0100-0002-01sw"
"ibr01.dsm05","ibr01.ch2"
"sn1-0100-0004-01sw","sn6-0100-0002-01sw"
"icr04.ams30","ibr02.ams30"
"dbb-0100-0001-01sw","dub07-0100-0001-01sw"
"cys04-0100-0004-01sw","mwh01-0100-0004-01sw"
"icr03.dub08","dub08-0100-0002-01sw"
"ibr01.pnq01","ibr01.pnq21"
"vie20-0100-0001-01sw","vie20-0100-0001-02sw"
"icr01.tyo31","ier01.tyo02"
"ibr01.cpq20","icr02.cpq20"
"ibr02.gvx01","ibr02.sto30"
"ibr01.doh20","ibr02.doh20"
"ibr01.ewr30","ibr03.bl7"
"ibr03.mwh01","icr04.mwh01"
"ibr04.cys04","ibr02.lax31"
"ibr01.par21","ibr02.par21"
"cys04-0100-0004-01sw","dsm05-0100-0004-01sw"
"ibr02.ntg20","rwa04.ntg20"
"ibr01.vie","ibr03.fra30"
"atl31-0100-0002-01sw","sn6-0100-0002-01sw"
"ibr03.by21","ibr04.by21"
"ter02.mel01","ter04.mel01"
"ier02.dna","icr02.cys04"
"ibr01.sto30","ibr02.sto30"
"ams30-0100-0002-01sw","lon22-0100-0002-01sw"
"ibr01.kul01","icr01.kul01"
"ewr30-0100-0002-01sw","nyc30-0100-0002-01sw"
"ibr02.lon24","ibr02.par21"
"pus04-0100-0002-01sw","pus20-0100-0002-01sw"
"ch2-0100-0002-01sw","ch4-0100-0002-01sw"
"ibr01.sao30","ibr01.cpq20"
"mel01-0100-0002-01sw","syd03-0100-0002-01sw"
"phx10-0100-0002-01sw","sn1-0100-0004-01sw"
"ibr01.cys04","ibr04.cys04"
"ibr02.cpq02","icr02.cpq02"
"ibr02.syd03","ibr02.syd23"
"ibr02.phx10","rwa01.phx10"
"ibr01.cle30","ibr01.ewr30"
"ibr02.atl30","ibr02.bn6"
"icr08.ams06","ams06-0100-0004-01sw"
"bl7-0100-0200-01sw","bl7-0100-0200-02sw"
"ibr01.dsm05","ibr02.dsm05"
"icr02.yto20","yto01-96cbe-1b"
"ch2-0100-0002-01sw","ch4-0100-0002-01sw"
"bl20-0100-0100-01sw","cle02-0100-0001-01sw"
"icr02.sg2","ier04.sin30"
"pnq21-0100-0001-01sw","pnq21-0100-0001-02sw"
"ams30-0100-0001-01sw","hel01-0100-0002-01sw"
"ber20-0100-0001-01sw","ber20-0100-0002-01sw"
"ibr02.dub07","ibr02.lon22"
"ibr01.maa30","ibr01.pnq21"
"ibr01.sg2","ibr02.sg2"
"ibr01.cpq20","ibr01.sao30"
"ibr02.atl31","ibr02.sn6"
"phx10-0100-0002-01sw","phx70-0100-0002-01sw"
"ams30-0100-0001-01sw","lon22-0100-0001-01sw"
"ibr01.sel20","ibr02.sel20"
"lax30-0100-0001-01sw","sn1-0100-0003-01sw"
"ibr02.hkg20","ibr02.hkg30"
"gvx01-0100-0001-02sw","rwa01.gvx01"
"ibr01.ork30","ibr02.ork30"
"icr07.bn6","ibr04.bn6"
"ibr01.gva20","ibr01.zrh20"
"atl31-0100-0002-01sw","bn6-0100-0004-01sw"
"ier01.by30","icr01.by4"
"phx10-0100-0002-01sw","sn1-0100-0004-01sw"
"icr02.ams21","ier04.ams31"
"ibr03.bl20","icr02.bl20"
"fra21-0100-0001-01sw","ham31-0100-0001-01sw"
"ibr01.ams21","ibr02.ams21"
"dub08-0100-0001-01sw","lon24-0100-0001-01sw"
"ibr01.dub07","ibr01.sxl71"
"ibr01.zqz20","ibr02.zqz20"
"bl7-0100-0200-01sw","cle30-0100-0001-01sw"
"pus04-0100-0002-01sw","pus20-0100-0002-01sw"
"ier01.mad30","rwa01.mad01"
"icr01.ch2","ier01.chi30"
"ibr04.bl7","ibr04.bn6"
"ibr01.maa20","ibr01.maa02"
"ibr02.bn6","icr01.bn6"
"ams30-0100-0001-01sw","dub07-0100-0001-01sw"
"ibr01.sg2","ibr01.tyo79"
"by4-0100-0002-01sw","hkg31-0100-0002-01sw"
"ier03.osa31","icr01.osa31"
"ibr04.dbb","ibr02.yto20"
"ibr01.ch4","icr01.ch4"
"man30-96cbe-1a","icr01.lon24"
"ibr01.bn6","ibr04.bn6"
"lon24-0100-0001-01sw","par21-0100-0001-01sw"
"ibr01.ams30","icr01.ams30"
"phx10-0100-0001-01sw","sn1-0100-0003-01sw"
"ibr03.by21","ibr01.lax31"
"ewr30-0100-0002-01sw","bl7-0100-0200-02sw"
"icr01.hkg31","hkg31-0100-0001-01sw"
"icr08.dsm05","ibr04.dsm05"
"icr07.mwh01","mwh01-0100-0003-01sw"
"icr03.sn6","mex30-96cbe-1a"
"fra21-0100-0002-01sw","fra30-0100-0002-01sw"
"icr01.hkg20","hkg20-0100-0002-01sw"
"ibr02.dub07","ibr02.lon22"
"tyo30-0100-0001-01sw","tyo31-0100-0001-01sw"
"ibr01.cys04","ibr04.cys04"
"ibr02.fra23","ibr04.fra30"
"icr03.dub08","dub08-0100-0002-01sw"
"ibr01.got30","ibr02.got30"
"ibr01.tyo31","ibr01.tyo79"
"vie20-0100-0001-02sw","rwa03.vie20"
"ier01.cwl20","icr01.cwl20"
"zrh21-0100-0001-02sw","zrh20-0100-0002-01sw"
"ch4-0100-0002-01sw","dsm05-0100-0004-01sw"
"ibr02.ch2","ibr02.dsm05"
"ibr02.tyo31","icr02.tyo31"
"ibr02.rio30","icr02.rio30"
"ter02.yto01","ter04.yto01"
"ibr03.by21","ibr03.cys04"
"mrs20-0100-0001-01sw","zrh20-0100-0001-01sw"
"ams30-0100-0001-01sw","par30-0100-0001-01sw"
"gva20-0100-0002-01sw","zrh21-0100-0001-02sw"
"ibr02.cbr20","ibr02.cbr21"
"ibr01.vie20","ibr02.vie20"
"icr02.hkg20","hkg20-0100-0002-01sw"
"ibr01.zqz22","rwa03.zqz22"
"ibr01.sn6","ibr02.sn6"
"ibr03.cys04","ibr01.lax31"
"ibr02.mwh01","ibr02.cys04"
"pnq20-0100-0001-02sw","pnq21-0100-0001-02sw"
"ibr02.hkg20","ibr02.sel20"
"sg2-0100-0002-01sw","sin30-0100-0002-01sw"
"ibr01.bod30","ibr01.par21"
"icr01.pus01","pus01-96cbe-1a"
"hkg31-0100-0001-01sw","tyo79-0100-0001-01sw"
"sn1-0100-0003-01sw","sn6-0100-0001-01sw"
"ibr01.bod30","ibr01.tls30"
"ier01.fra32","icr01.fra21"
"ibr02.ber20","ibr04.vie"
"icr01.ch4","ier01.chi30"
"icr04.dub08","ibr01.dub08"
"ibr02.cpq02","icr02.cpq02"
"ams21-0100-0002-01sw","lon24-0100-0002-01sw"
"bl20-0100-0100-01sw","orf70-0100-0003-01sw"
"icr01.hkg31","hkg31-0100-0002-01sw"
"ibr02.tyo30","ibr02.tyo31"
"ibr01.gvx11","rwa01.gvx11"
"cys04-0100-0001-01sw","cys04-0100-0002-01sw"
"ibr02.yto20","ibr04.yqb20"
"ibr03.mwh01","ibr04.mwh01"
"icr01.tyo30","ier01.tyo33"
"got30-0100-0002-01sw","osl22-0100-0001-02sw"
"icr01.hkg31","ier01.sgn30"
"ibr02.lon22","ibr02.ork30"
"ibr03.ams06","ibr01.ams30"
"ier01.str01","icr02.str02"
"ber20-0100-0002-01sw","ham31-0100-0002-01sw"
"ibr01.zqz22","rwa02.zqz22"
"dsm05-0100-0004-01sw","sn6-0100-0002-01sw"
"vie-0100-0001-01sw","vie-0100-0002-01sw"
"ibr01.mel01","ibr02.mel01"
"ibr03.bom30","ibr04.bom30"
"ibr01.phx70","rwa02.phx70"
"bl7-0100-0200-01sw","cle30-0100-0001-01sw"
"lax31-0100-0002-01sw","tyo31-0100-0002-01sw"
"icr01.sg3","sg1-96cbe-1a"
"ier01.mia","ier02.mia"
"ier01.bog30","ier02.bog30"
"bl7-0100-0200-02sw","ewr30-0100-0002-01sw"
"dsm05-0100-0001-01sw","sn1-0100-0003-01sw"
"ibr03.by4","ibr03.by21"
"ibr02.cbr23","icr01.cbr23"
"mwh01-0100-0004-01sw","pdx30-0100-0002-01sw"
"pdx30-0100-0002-01sw","by21-0100-0002-01sw"
"pdx30-0100-0002-01sw","mwh01-0100-0004-01sw"
"dsm05-0100-0002-01sw","sn1-0100-0004-01sw"
"ch2-0100-0001-01sw","dsm05-0100-0001-01sw"
"ibr04.ams06","ibr02.ams30"
"cys04-0100-0002-01sw","by4-0100-0002-01sw"
"ibr02.tlv20","ibr04.tlv20"
"ibr01.gvx01","rwa04.gvx01"
"dub07-0100-0001-01sw","lon22-0100-0001-01sw"
"mwh01-0100-0004-01sw","pdx30-0100-0002-01sw"
"ibr01.ams30","ibr01.lon22"
"mwh01-0100-0001-01sw","pdx31-0100-0001-01sw"
"cwl20-0100-0002-01sw","icr01.cwl20"
"ibr03.bl20","ibr01.cle02"
"ibr02.cpq02","ibr02.sao30"
"ewr30-0100-0002-01sw","yto30-0100-0002-01sw"
"ibr01.mma01","ibr02.mma01"
"mel01-0100-0002-01sw","per01-0100-0002-01sw"
"cys04-0100-0003-01sw","mwh01-0100-0003-01sw"
"sn6-0100-0001-01sw","sn6-0100-0002-01sw"
"amb-96cbe-1a","icr01.ams21"
"ibr01.mel01","ibr01.syd03"
"atl31-0100-0002-01sw","sn6-0100-0002-01sw"
"ier04.ams31","icr04.ams30"
"ier02.gva30","icr02.gva20"
"icr02.dub08","dub08-0100-0001-01sw"
"cys04-0100-0001-01sw","cys04-0100-0002-01sw"
"ibr01.sg2","ibr01.hkg31"
"ibr01.cpq02","ibr01.sao30"
"pr1-96cbe-1a","pr1-96cbe-1b"
"ibr02.atl31","ibr02.fll30"
"icr06.mwh01","mwh01-0100-0001-01sw"
"ier02.bl32","icr04.bl20"
"gvx01-0100-0001-01sw","rwa03.gvx01"
"icr02.ber20","ber20-0100-0001-01sw"
"ter03.tyo02","tyo31-0100-0001-01sw"
"cph31-0100-0001-01sw","ham30-0100-0001-01sw"
"ibr01.sg3","ibr02.sg3"
"atl31-0100-0001-01sw","sn6-0100-0001-01sw"
"ibr02.zqz20","ibr02.zqz22"
"ter04.mel01","mel01-0100-0001-01sw"
"icr01.ams21","ams21-0100-0001-01sw"
"ibr01.gvx01","rwa01.gvx01"
"ibr02.jhb20","ibr02.sg2"
"vie-0100-0001-03sw","rwa02.vie"
"lon24-0100-0002-01sw","par21-0100-0002-01sw"
"lax30-0100-0002-01sw","tyo30-0100-0002-01sw"
"ibr02.phx10","rwa01.phx10"
"atl31-0100-0001-01sw","bn6-0100-0003-01sw"
"ibr01.tyo31","icr01.tyo31"
"icr03.dub08","dub08-0100-0002-01sw"
"ibr02.lon24","ibr02.par21"
"icr07.cys04","ibr04.cys04"
"icr03.ams30","ibr02.ams30"
"ibr02.bjb","ibr02.bjs20"
"par21-0100-0002-01sw","par30-0100-0002-01sw"
"vie-0100-0001-03sw","rwa04.vie"
"ibr01.osa20","icr02.osa20"
"par21-0100-0001-01sw","vie-0100-0001-03sw"
"ibr01.lon22","ibr01.ork30"
"ibr01.yto20","ibr02.yto20"
"ibr03.tlv20","rwa07.tlv20"
"ibr03.by21","ibr01.lax31"
"icr08.dsm05","ibr03.dsm05"
"dub07-0100-0002-01sw","lon22-0100-0002-01sw"
"ibr01.par30","ibr02.par30"
"ier01.waw30","rwa03.waw02"
"sg2-0100-0001-01sw","sg2-0100-0002-01sw"
"ibr02.dub08","ibr02.lon24"
"icr01.sg2","ier01.sg1"
"icr04.ch4","ibr01.ch4"
"ibr02.cpq20","ibr02.sao30"
"mel01-0100-0001-01sw","mel01-0100-0002-01sw"
"ibr01.par30","ibr01.par21"
"ymq01-96cbe-1b","icr02.yto30"
"icr03.ams21","ams21-0100-0002-01sw"
"ibr02.dxb21","ibr02.dxb20"
"ibr03.orf70","ibr01.rio02"
"hkg30-0100-0001-01sw","tyo79-0100-0001-01sw"
"pnq20-0100-0001-02sw","rwa03.pnq20"
"ibr02.fra23","ibr02.par21"
"ibr01.ams30","ibr01.fra21"
"icr03.mwh01","ier05.stb"
"sn1-0100-0003-01sw","sn6-0100-0001-01sw"
"ch2-0100-0002-01sw","dsm05-0100-0002-01sw"
"ibr01.ham31","ibr02.ham31"
"ier02.tlv31","rwa04.tlv20"
"lax30-0100-0002-01sw","sn1-0100-0004-01sw"
"phx70-0100-0002-01sw","rwa01.phx70"
"by21-0100-0002-01sw","lax31-0100-0002-01sw"
"icr02.osa31","ier02.osa31"
"icr05.dsm05","dsm05-0100-0001-01sw"
"ibr02.mwh01","ibr02.cys04"
"ams21-0100-0002-01sw","ams30-0100-0002-01sw"
"cle02-0100-0002-01sw","cle30-0100-0002-01sw"
"sin30-0100-0001-01sw","sg3-0100-0001-01sw"
"cys04-0100-0004-01sw","dsm05-0100-0004-01sw"
"icr08.bn6","ibr03.bn6"
"phx70-0100-0002-01sw","sn6-0100-0002-01sw"
"ibr01.sha","ibr02.sha"
"icr03.ams30","ibr01.ams30"
"ibr02.osa31","ibr01.osa31"
"lon24-0100-0002-01sw","par21-0100-0002-01sw"
"cys04-0100-0004-01sw","mwh01-0100-0004-01sw"
"ibr02.got30","ibr02.ams30"
"ibr02.fra23","ibr02.fra21"
"ibr03.bom02","ibr01.maa02"
"cys04-0100-0002-01sw","dsm05-0100-0002-01sw"
"ibr01.atl30","ibr01.sn1"
"ibr01.cpq02","ibr01.sao30"
"ibr01.maa01","icr02.maa01"
"pdx30-0100-0001-01sw","by21-0100-0001-01sw"
"ams06-0100-0001-01sw","ams30-0100-0001-01sw"
"ibr01.cpq02","icr02.cpq02"
"gvx11-0100-0001-02sw","rwa04.gvx11"
"dsm05-0100-0002-01sw","icr01.dsm05"
"icr01.lon24","ier01.lon32"
"bl7-0100-0200-02sw","bn6-0100-0004-01sw"
"rwa01.str01","ier01.str01"
"ibr01.lon22","ibr01.lon24"
"par21-0100-0001-01sw","vie-0100-0001-03sw"
"ibr02.ch4","ibr02.ch2"
"icr03.dub07","dub07-0100-0001-01sw"
"dsm05-0100-0002-01sw","dsm05-0100-0003-01sw"
"ibr01.vie","vie-96cbe-1a"
"icr04.sn1","ibr02.sn1"
"mel01-0100-0002-01sw","syd03-0100-0002-01sw"
"str05-0100-0001-01sw","str06-0100-0001-01sw"
"lax30-0100-0001-01sw","syd23-0100-0001-01sw"
"phx70-0100-0001-01sw","rwa03.phx70"
"ams06-0100-0001-01sw","ams06-0100-0003-01sw"
"ter02.pra","ter03.pra"
"ibr01.mrs20","ibr01.sin30"
"ibr02.ch2","ibr02.cle02"
"ibr02.mia","ibr02.sn1"
"ibr02.mwh01","ibr02.cys04"
"ibr01.ch2","ibr01.cle02"
"cph31-0100-0001-01sw","mma01-0100-0001-01sw"
"phx70-0100-0001-01sw","sn6-0100-0001-01sw"
"ibr02.lax31","ibr02.tyo31"
"ibr01.ams30","ibr01.lon22"
"fra23-0100-0001-01sw","fra21-0100-0001-01sw"
"man30-96cbe-1b","icr02.lon24"
"ibr01.mma01","ibr01.sto31"
"ier01.dfw32","icr03.sn6"
"ibr02.yto30","ibr04.yqb20"
"ibr01.bod30","ibr01.par21"
"cle30-0100-0001-01sw","yto30-0100-0001-01sw"
"ibr01.par30","icr02.par30"
"ibr01.ams21","ibr01.lon24"
"atl30-0100-0001-01sw","bn6-0100-0001-01sw"
"cys04-0100-0003-01sw","dsm05-0100-0003-01sw"
"ibr01.kul30","ibr02.kul30"
"icr03.by4","by4-0100-0002-01sw"
"ibr01.bio70","ibr02.bio70"
"yto30-0100-0001-01sw","yto30-0100-0002-01sw"
"cle30-0100-0002-01sw","ch4-0100-0002-01sw"
"ibr02.lax30","ibr02.phx10"
"ibr01.ams30","ibr01.par30"
"bl20-0100-0100-02sw","cle02-0100-0002-01sw"
"ibr02.ams21","ibr02.fra23"
"pnq20-0100-0001-02sw","rwa02.pnq20"
"ibr01.maa20","icr02.maa20"
"lax31-0100-0002-01sw","tyo31-0100-0002-01sw"
"ibr01.ams21","ibr01.lon24"
"icr04.par30","ibr01.par30"
"ams21-0100-0002-01sw","lon24-0100-0002-01sw"
"ibr02.atl31","ibr04.bn6"
"ibr02.ams21","icr02.ams21"
"ams21-0100-0001-01sw","lon24-0100-0001-01sw"
"ibr01.fra23","ibr01.par21"
"ibr02.fra23","ibr02.zrh21"
"lon22-0100-0001-01sw","ork30-0100-0001-01sw"
"got30-0100-0001-01sw","osl22-0100-0001-01sw"
"ibr01.ham30","ibr02.ham30"
"ams30-0100-0002-01sw","dub07-0100-0002-01sw"
"tpe30-96cbe-1a","icr01.tyo30"
"gvx01-0100-0001-01sw","rwa03.gvx01"
"ter02.jnb02","ier01.jnb02"
"icr02.tyo31","tyo31-0100-0002-01sw"
"bio70-0100-0002-01sw","orf70-0100-0004-01sw"
"ibr04.bom30","ibr02.doh20"
"ier02.sjc","icr02.by4"
"icr03.bl20","ibr04.bl20"
"ibr01.ch2","ibr01.cle02"
"rwa04.phx10","phx10-0100-0002-01sw"
"ibr01.tls30","ibr02.tls30"
"ibr01.lon24","ibr01.par21"
"mwh01-0100-0001-01sw","pdx31-0100-0001-01sw"
"tyo30-0100-0001-01sw","tyo31-0100-0001-01sw"
"ibr04.ams06","icr02.ams06"
"ams06-0100-0002-01sw","ams30-0100-0002-01sw"
"ibr01.sel20","ibr01.sel21"
"ibr02.cpq02","ibr02.sao30"
"icr01.hkg20","hk2-96cbe-1a"
"ter05.osa31","osa31-0100-0001-01sw"
"bl7-0100-0200-02sw","cle30-0100-0002-01sw"
"ams06-0100-0001-01sw","ams30-0100-0001-01sw"
"ibr01.rio20","ibr01.rio30"
"ibr01.cpq02","ibr01.sao30"
"ewr30-0100-0002-01sw","bl7-0100-0200-02sw"
"ibr01.bom01","bom01-96cbe-1a"
"ter04.dal","sn1-0100-0004-01sw"
"ier02.scl30","rwa04.scl20"
"ibr02.fra23","ibr02.par21"
"ibr02.cys04","icr02.cys04"
"ibr02.phx70","rwa01.phx70"
"ibr02.gvx11","ibr02.gvx01"
"ier02.gva30","ter06.gva30"
"ibr01.cpq02","ibr01.cpq20"
"icr03.dub07","ibr01.dub07"
"ibr01.vie20","ibr01.zrh21"
"osa31-0100-0001-01sw","icr01.osa31"
"icr01.ams21","ams21-0100-0002-01sw"
"mma01-0100-0001-02sw","sto30-0100-0002-01sw"
"ams06-0100-0003-01sw","ams21-0100-0001-01sw"
"ber20-0100-0002-01sw","fra21-0100-0002-01sw"
"dsm05-0100-0002-01sw","dsm05-0100-0003-01sw"
"cys04-0100-0004-01sw","lax31-0100-0002-01sw"
"ibr02.mrs20","ibr02.zrh20"
"ibr02.syd03","ibr02.syd23"
"ibr01.hkg20","ibr02.hkg20"
"syd23-0100-0002-01sw","icr02.syd23"
"ibr02.ams30","icr01.ams30"
"ier01.rio02","icr01.rio30"
"ibr02.cle30","ibr04.bl7"
"ibr03.cys04","ibr01.sn6"
"by21-0100-0002-01sw","icr02.by21"
"icr03.sn6","ibr02.sn6"
"ter06.fra31","fra21-0100-0002-01sw"
"ibr01.rio02","ibr03.orf70"
"ibr02.cbr21","ibr02.mel20"
"icr07.ams06","ams06-0100-0004-01sw"
"ibr01.fll30","ibr01.mia"
"osa20-0100-0001-01sw","pdx31-0100-0001-01sw"
"fra23-0100-0002-01sw","vie20-0100-0001-02sw"
"nyc-96cbe-1a","ymq01-96cbe-1b"
"ibr01.phx10","rwa02.phx10"
"osa31-0100-0001-01sw","icr01.osa31"
"ibr01.sin30","ibr02.sin30"
"ibr02.ams21","ibr02.lon24"
"ter02.mel01","mel20-0100-0002-01sw"
"icr04.par21","par21-0100-0002-01sw"
"ibr01.dub07","ibr01.ork30"
"jnb20-0100-0002-01sw","jnb21-0100-0002-01sw"
"ibr02.lon22","ibr02.lon24"
"vie-0100-0001-01sw","vie-0100-0001-03sw"
"ier01.amb","icr01.ams30"
"ibr01.phx70","ibr01.sn6"
"atl30-0100-0001-01sw","atl31-0100-0001-01sw"
"bl7-0100-0200-02sw","cle30-0100-0002-01sw"
"ibr01.ams21","ibr01.par21"
"ibr02.mma01","rwa04.mma01"
"ier02.waw30","rwa04.waw02"
"icr02.lon24","lon24-0100-0001-01sw"
"gva20-0100-0002-01sw","mrs21-0100-0002-01sw"
"ibr02.dub07","ibr02.lon22"
"mel01-0100-0002-01sw","syd03-0100-0002-01sw"
"mwh01-0100-0002-01sw","pdx31-0100-0002-01sw"
"icr03.dub07","ibr02.dub07"
"ter07.bl31","icr03.bl20"
"syd03-0100-0001-01sw","syd03-0100-0002-01sw"
"ibr02.phx70","rwa01.phx70"
"yto20-0100-0002-01sw","yqb20-0100-0001-02sw"
"mel20-0100-0001-01sw","mel20-0100-0002-01sw"
"icr04.dub08","dub08-0100-0002-01sw"
"ch2-0100-0002-01sw","dsm05-0100-0002-01sw"
"ter04.scl30","rwa04.scl21"
"ier01.amb","icr01.ams30"
"cys04-0100-0002-01sw","icr02.cys04"
"dal-96cbe-1a","dal-96cbe-1b"
"sn2-96c-gsgo-1a","sn2-96c-gsgo-1b"
"icr02.sg3","sg1-96cbe-1b"
"vie-96cbe-1a","rwa01.vie20"
"atl31-0100-0001-01sw","bn6-0100-0003-01sw"
"ams21-0100-0001-01sw","dub08-0100-0001-01sw"
"ibr02.gru30","ibr02.scl20"
"ibr01.ams30","ibr01.ams21"
"icr01.lon22","ier01.lon32"
"bl7-0100-0200-02sw","cle30-0100-0002-01sw"
"ibr01.atl31","ibr01.sn6"
"by4-0100-0002-01sw","cys04-0100-0002-01sw"
"bl20-0100-0100-01sw","cle02-0100-0001-01sw"
"ier01.tlv31","rwa03.tlv20"
"ibr02.vie20","ibr02.zrh21"
"ibr03.mwh01","ibr01.pdx30"
"cys04-0100-0004-01sw","mwh01-0100-0004-01sw"
"ibr01.gva20","ibr01.zrh20"
"par21-0100-0002-01sw","par30-0100-0002-01sw"
"bl20-0100-0100-01sw","bl20-0100-0100-02sw"
"ibr01.sn6","ibr02.sn6"
"cys04-0100-0001-01sw","dsm05-0100-0001-01sw"
"by4-0100-0001-01sw","hkg31-0100-0001-01sw"
"ber20-0100-0001-01sw","vie-0100-0001-03sw"
"ams21-0100-0002-01sw","fra23-0100-0002-01sw"
"ibr01.ams21","ibr01.fra23"
"mwh01-0100-0002-01sw","pdx31-0100-0002-01sw"
"ibr02.pus04","icr02.pus04"
"gvx01-0100-0001-01sw","rwa01.gvx01"
"mad30-96cbe-1b","icr04.par30"
"icr02.sn1","sn4-96cbe-1b"
"phx10-0100-0002-01sw","sn1-0100-0004-01sw"
"ibr02.lon22","ibr02.par30"
"ibr01.gru30","ibr01.rio30"
"by3-96cbe-1a","icr01.by21"
"icr01.by4","ier01.by21"
"gvx11-0100-0001-01sw","gvx01-0100-0001-01sw"
"ibr01.dsm05","ibr01.ch2"
"icr03.bn6","bn6-0100-0004-01sw"
"icr01.yto20","ier01.yto30"
"ibr02.pus04","ibr02.pus20"
"bn1-96c-gsgo-1a","bn1-96c-gsgo-1b"
"phx10-0100-0002-01sw","phx70-0100-0002-01sw"
"tpe30-96cbe-1b","tpe31-96cbe-1b"
"ibr02.cpq02","ibr02.sao30"
"ch2-0100-0001-01sw","cle02-0100-0001-01sw"
"mel01-0100-0001-01sw","mel01-0100-0002-01sw"
"icr05.mwh01","mwh01-0100-0001-01sw"
"dm2-96c-gsgo-1a","dm2-96c-gsgo-1b"
"by21-0100-0001-01sw","lax31-0100-0001-01sw"
"ibr02.tyo30","icr01.tyo30"
"ibr01.dub07","ibr01.dub08"
"ibr01.tyo31","icr01.tyo31"
"ch2-0100-0002-01sw","dsm05-0100-0002-01sw"
"icr02.ch4","ier02.cvg30"
"icr01.cpt20","ier01.lad30"
"ams21-0100-0001-01sw","fra23-0100-0001-01sw"
"ibr02.lax30","ibr02.phx10"
"fra30-0100-0001-01sw","fra30-0100-0002-01sw"
"ibr04.cys04","ibr02.lax31"
"icr02.ams30","amb-96cbe-1b"
"ibr02.ams30","ibr02.lon22"
"icr05.ams06","ams06-0100-0001-01sw"
"icr03.cys04","cys04-0100-0003-01sw"
"rwa03.vie","zag30-96cbe-1b"
"ams30-0100-0001-01sw","dub07-0100-0001-01sw"
"ch2-0100-0002-01sw","icr01.ch2"
"ibr01.ch2","icr01.ch2"
"ibr01.dxb22","icr01.dxb22"
"icr01.for01","for01-96cbe-1a"
"ber20-0100-0001-01sw","fra21-0100-0001-01sw"
"ibr02.hkg31","ibr02.hkg20"
"lax30-0100-0001-01sw","lax31-0100-0001-01sw"
"ier01.mil30","rwa03.mil21"
"ibr01.osa31","ibr01.osa20"
"ibr03.cys04","ibr04.cys04"
"ibr01.rio20","ibr02.rio20"
"ibr01.lax31","ibr01.tyo31"
"ibr03.bom30","ibr01.pnq20"
"hel01-0100-0002-02sw","sto30-0100-0002-01sw"
"mel20-0100-0001-01sw","syd23-0100-0001-01sw"
"ibr01.phx10","ibr02.phx10"
"ibr01.fra21","ibr01.ham31"
"mrs20-0100-0002-01sw","par21-0100-0002-01sw"
"ibr01.par30","icr02.par30"
"icr04.ch2","ibr02.ch2"
"ibr03.bl7","ibr03.bn6"
"bkk30-96cbe-1b","icr02.hkg31"
"ibr02.maa01","ibr02.pnq20"
"icr03.par21","par21-0100-0001-01sw"
"atl30-0100-0001-01sw","sn1-0100-0003-01sw"
"ash-96cbe-1b","icr02.bl7"
"icr04.ams30","ier04.dus30"
"icr05.mwh01","mwh01-0100-0002-01sw"
